DateTime,API Name,Method,URL,Status Code,Response Time(ms),Result,Speed Status,Error
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","46","FAIL","FAST",""
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","17","FAIL","FAST",""
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","14","FAIL","FAST",""
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","14","FAIL","FAST",""
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","14","FAIL","FAST",""
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","13","FAIL","FAST",""
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","15","FAIL","FAST",""
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","17","FAIL","FAST",""
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","16","FAIL","FAST",""
"04/30/2026, 11:00:55","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","17","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","18","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","15","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","14","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","19","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","16","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","17","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","21","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","19","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","14","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","18","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","20","FAIL","FAST",""
"04/30/2026, 11:00:56","Bill Calculator","GET","https://dev-api3.davao-water.gov.ph/dcwd-erp-billing-collection/api/v1/billing/bill-calculator?accountNumber=051649713&ratesKey=02-01-2014&meterMaintenanceChargeFlag=1&consumption=25","401","20","FAIL","FAST",""
